"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013/2014","Canada","2016A000011124","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427114","1.11","5251","","","","0"
"2013/2014","Canada","2016A000011124","Dentistry","Dollars","81","units ","0","v62427115","1.12","17387","","","","0"
"2013/2014","Canada","2016A000011124","Medicine","Dollars","81","units ","0","v62427116","1.13","12470","","","","0"
"2013/2014","Canada","2016A000011124","Nursing","Dollars","81","units ","0","v62427117","1.14","5140","","","","0"
"2013/2014","Canada","2016A000011124","Pharmacy","Dollars","81","units ","0","v62427118","1.15","10691","","","","0"
"2013/2014","Canada","2016A000011124","Veterinary medicine","Dollars","81","units ","0","v62427119","1.16","6680","","","","0"
"2013/2014","Canada","2016A000011124","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427120","1.17","5529","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Total, field of study","Dollars","81","units ","0","v1001414656","2.19","2631","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Education","Dollars","81","units ","0","v62427161","2.1","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427166","2.2","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Humanities","Dollars","81","units ","0","v62427167","2.3","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427168","2.4","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Business, management and public administration","Dollars","81","units ","0","v62427169","2.6","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Dollars","81","units ","0","v62427170","2.7","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427171","2.8","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Engineering","Dollars","81","units ","0","v62427172","2.9","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Medicine","Dollars","81","units ","0","v62427162","2.13","6250","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Nursing","Dollars","81","units ","0","v62427163","2.14","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Pharmacy","Dollars","81","units ","0","v62427164","2.15","2550","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427165","2.17","2550","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Total, field of study","Dollars","81","units ","0","v1001414657","3.19","5688","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Education","Dollars","81","units ","0","v62427173","3.1","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427180","3.2","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Humanities","Dollars","81","units ","0","v62427181","3.3","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427182","3.4","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Business, management and public administration","Dollars","81","units ","0","v62427184","3.6","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Dollars","81","units ","0","v62427185","3.7","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427186","3.8","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Engineering","Dollars","81","units ","0","v62427187","3.9","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Nursing","Dollars","81","units ","0","v62427176","3.14","5360","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Veterinary medicine","Dollars","81","units ","0","v62427178","3.16","11325","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427179","3.17","5360","","","","0"
"2013/2014","Nova Scotia","2016A000212","Total, field of study","Dollars","81","units ","0","v1001414658","4.19","6215","","","","0"
"2013/2014","Nova Scotia","2016A000212","Education","Dollars","81","units ","0","v62427188","4.1","5650","","","","0"
"2013/2014","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427196","4.2","5507","","","","0"
"2013/2014","Nova Scotia","2016A000212","Humanities","Dollars","81","units ","0","v62427197","4.3","5582","","","","0"
"2013/2014","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427198","4.4","5728","","","","0"
"2013/2014","Nova Scotia","2016A000212","Law","Dollars","81","units ","0","v62427199","4.5","12757","","","","0"
"2013/2014","Nova Scotia","2016A000212","Business, management and public administration","Dollars","81","units ","0","v62427200","4.6","5779","","","","0"
"2013/2014","Nova Scotia","2016A000212","Physical and life sciences and technologies","Dollars","81","units ","0","v62427201","4.7","6223","","","","0"
"2013/2014","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427202","4.8","6151","","","","0"
"2013/2014","Nova Scotia","2016A000212","Engineering","Dollars","81","units ","0","v62427203","4.9","6381","","","","0"
"2013/2014","Nova Scotia","2016A000212","Architecture","Dollars","81","units ","0","v62427189","4.10","6264","","","","0"
"2013/2014","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427190","4.11","5386","","","","0"
"2013/2014","Nova Scotia","2016A000212","Dentistry","Dollars","81","units ","0","v62427191","4.12","16750","","","","0"
"2013/2014","Nova Scotia","2016A000212","Medicine","Dollars","81","units ","0","v62427192","4.13","15717","","","","0"
"2013/2014","Nova Scotia","2016A000212","Nursing","Dollars","81","units ","0","v62427193","4.14","6090","","","","0"
"2013/2014","Nova Scotia","2016A000212","Pharmacy","Dollars","81","units ","0","v62427194","4.15","8588","","","","0"
"2013/2014","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427195","4.17","6456","","","","0"
"2013/2014","New Brunswick","2016A000213","Total, field of study","Dollars","81","units ","0","v1001414659","5.19","6112","","","","0"
"2013/2014","New Brunswick","2016A000213","Education","Dollars","81","units ","0","v62427204","5.1","5832","","","","0"
"2013/2014","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427208","5.2","6485","","","","0"
"2013/2014","New Brunswick","2016A000213","Humanities","Dollars","81","units ","0","v62427209","5.3","5913","","","","0"
"2013/2014","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427210","5.4","5891","","","","0"
"2013/2014","New Brunswick","2016A000213","Law","Dollars","81","units ","0","v62427211","5.5","8376","","","","0"
"2013/2014","New Brunswick","2016A000213","Business, management and public administration","Dollars","81","units ","0","v62427212","5.6","6109","","","","0"
"2013/2014","New Brunswick","2016A000213","Physical and life sciences and technologies","Dollars","81","units ","0","v62427213","5.7","6425","","","","0"
"2013/2014","New Brunswick","2016A000213","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427214","5.8","6073","","","","0"
"2013/2014","New Brunswick","2016A000213","Engineering","Dollars","81","units ","0","v62427215","5.9","6698","","","","0"
"2013/2014","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427205","5.11","6296","","","","0"
"2013/2014","New Brunswick","2016A000213","Nursing","Dollars","81","units ","0","v62427206","5.14","5805","","","","0"
"2013/2014","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427207","5.17","5733","","","","0"
"2013/2014","Quebec","2016A000224","Total, field of study","Dollars","81","units ","0","v1001414660","6.19","2657","","","","0"
"2013/2014","Quebec","2016A000224","Education","Dollars","81","units ","0","v62427216","6.1","2374","","","","0"
"2013/2014","Quebec","2016A000224","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427225","6.2","2921","","","","0"
"2013/2014","Quebec","2016A000224","Humanities","Dollars","81","units ","0","v62427226","6.3","3320","","","","0"
"2013/2014","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427227","6.4","2735","","","","0"
"2013/2014","Quebec","2016A000224","Law","Dollars","81","units ","0","v62427228","6.5","2518","","","","0"
"2013/2014","Quebec","2016A000224","Business, management and public administration","Dollars","81","units ","0","v62427229","6.6","2492","","","","0"
"2013/2014","Quebec","2016A000224","Physical and life sciences and technologies","Dollars","81","units ","0","v62427230","6.7","2843","","","","0"
"2013/2014","Quebec","2016A000224","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427231","6.8","2501","","","","0"
"2013/2014","Quebec","2016A000224","Engineering","Dollars","81","units ","0","v62427232","6.9","2540","","","","0"
"2013/2014","Quebec","2016A000224","Architecture","Dollars","81","units ","0","v62427217","6.10","2643","","","","0"
"2013/2014","Quebec","2016A000224","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427218","6.11","2874","","","","0"
"2013/2014","Quebec","2016A000224","Dentistry","Dollars","81","units ","0","v62427219","6.12","3117","","","","0"
"2013/2014","Quebec","2016A000224","Medicine","Dollars","81","units ","0","v62427220","6.13","2813","","","","0"
"2013/2014","Quebec","2016A000224","Nursing","Dollars","81","units ","0","v62427221","6.14","2367","","","","0"
"2013/2014","Quebec","2016A000224","Pharmacy","Dollars","81","units ","0","v62427222","6.15","2336","","","","0"
"2013/2014","Quebec","2016A000224","Veterinary medicine","Dollars","81","units ","0","v62427223","6.16","2300","","","","0"
"2013/2014","Quebec","2016A000224","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427224","6.17","2725","","","","0"
"2013/2014","Ontario","2016A000235","Total, field of study","Dollars","81","units ","0","v1001414661","7.19","7257","","","","0"
"2013/2014","Ontario","2016A000235","Education","Dollars","81","units ","0","v62427233","7.1","6278","","","","0"
"2013/2014","Ontario","2016A000235","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427242","7.2","6216","","","","0"
"2013/2014","Ontario","2016A000235","Humanities","Dollars","81","units ","0","v62427243","7.3","5865","","","","0"
"2013/2014","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427244","7.4","5852","","","","0"
"2013/2014","Ontario","2016A000235","Law","Dollars","81","units ","0","v62427245","7.5","14182","","","","0"
"2013/2014","Ontario","2016A000235","Business, management and public administration","Dollars","81","units ","0","v62427246","7.6","8780","","","","0"
"2013/2014","Ontario","2016A000235","Physical and life sciences and technologies","Dollars","81","units ","0","v62427247","7.7","6246","","","","0"
"2013/2014","Ontario","2016A000235","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427248","7.8","7613","","","","0"
"2013/2014","Ontario","2016A000235","Engineering","Dollars","81","units ","0","v62427249","7.9","9975","","","","0"
"2013/2014","Ontario","2016A000235","Architecture","Dollars","81","units ","0","v62427234","7.10","7255","","","","0"
"2013/2014","Ontario","2016A000235","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427235","7.11","5971","","","","0"
"2013/2014","Ontario","2016A000235","Dentistry","Dollars","81","units ","0","v62427236","7.12","30339","","","","0"
"2013/2014","Ontario","2016A000235","Medicine","Dollars","81","units ","0","v62427237","7.13","21637","","","","0"
"2013/2014","Ontario","2016A000235","Nursing","Dollars","81","units ","0","v62427238","7.14","5982","","","","0"
"2013/2014","Ontario","2016A000235","Pharmacy","Dollars","81","units ","0","v62427239","7.15","24105","","","","0"
"2013/2014","Ontario","2016A000235","Veterinary medicine","Dollars","81","units ","0","v62427240","7.16","7197","","","","0"
"2013/2014","Ontario","2016A000235","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427241","7.17","6588","","","","0"
"2013/2014","Manitoba","2016A000246","Total, field of study","Dollars","81","units ","0","v1001414662","8.19","3790","","","","0"
"2013/2014","Manitoba","2016A000246","Education","Dollars","81","units ","0","v62427250","8.1","3272","","","","0"
"2013/2014","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427258","8.2","3560","","","","0"
"2013/2014","Manitoba","2016A000246","Humanities","Dollars","81","units ","0","v62427259","8.3","3279","","","","0"
"2013/2014","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427260","8.4","3287","","","","0"
"2013/2014","Manitoba","2016A000246","Law","Dollars","81","units ","0","v62427261","8.5","9086","","","","0"
"2013/2014","Manitoba","2016A000246","Business, management and public administration","Dollars","81","units ","0","v62427262","8.6","4000","","","","0"
"2013/2014","Manitoba","2016A000246","Physical and life sciences and technologies","Dollars","81","units ","0","v62427263","8.7","3643","","","","0"
"2013/2014","Manitoba","2016A000246","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427264","8.8","3648","","","","0"
"2013/2014","Manitoba","2016A000246","Engineering","Dollars","81","units ","0","v62427265","8.9","5185","","","","0"
"2013/2014","Manitoba","2016A000246","Architecture","Dollars","81","units ","0","v62427251","8.10","3952","","","","0"
"2013/2014","Manitoba","2016A000246","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427252","8.11","3818","","","","0"
"2013/2014","Manitoba","2016A000246","Dentistry","Dollars","81","units ","0","v62427253","8.12","18782","","","","0"
"2013/2014","Manitoba","2016A000246","Medicine","Dollars","81","units ","0","v62427254","8.13","7582","","","","0"
"2013/2014","Manitoba","2016A000246","Nursing","Dollars","81","units ","0","v62427255","8.14","4006","","","","0"
"2013/2014","Manitoba","2016A000246","Pharmacy","Dollars","81","units ","0","v62427256","8.15","6780","","","","0"
"2013/2014","Manitoba","2016A000246","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427257","8.17","3484","","","","0"
"2013/2014","Saskatchewan","2016A000247","Total, field of study","Dollars","81","units ","0","v1001414663","9.19","6402","","","","0"
"2013/2014","Saskatchewan","2016A000247","Education","Dollars","81","units ","0","v62427266","9.1","5588","","","","0"
"2013/2014","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427274","9.2","5669","","","","0"
"2013/2014","Saskatchewan","2016A000247","Humanities","Dollars","81","units ","0","v62427275","9.3","5450","","","","0"
"2013/2014","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427276","9.4","5331","","","","0"
"2013/2014","Saskatchewan","2016A000247","Law","Dollars","81","units ","0","v62427277","9.5","11400","","","","0"
"2013/2014","Saskatchewan","2016A000247","Business, management and public administration","Dollars","81","units ","0","v62427278","9.6","6271","","","","0"
"2013/2014","Saskatchewan","2016A000247","Physical and life sciences and technologies","Dollars","81","units ","0","v62427279","9.7","5564","","","","0"
"2013/2014","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427280","9.8","5541","","","","0"
"2013/2014","Saskatchewan","2016A000247","Engineering","Dollars","81","units ","0","v62427281","9.9","6094","","","","0"
"2013/2014","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427267","9.11","5424","","","","0"
"2013/2014","Saskatchewan","2016A000247","Dentistry","Dollars","81","units ","0","v62427268","9.12","32960","","","","0"
"2013/2014","Saskatchewan","2016A000247","Medicine","Dollars","81","units ","0","v62427269","9.13","14930","","","","0"
"2013/2014","Saskatchewan","2016A000247","Nursing","Dollars","81","units ","0","v62427270","9.14","5913","","","","0"
"2013/2014","Saskatchewan","2016A000247","Pharmacy","Dollars","81","units ","0","v62427271","9.15","7250","","","","0"
"2013/2014","Saskatchewan","2016A000247","Veterinary medicine","Dollars","81","units ","0","v62427272","9.16","7872","","","","0"
"2013/2014","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427273","9.17","5627","","","","0"
"2013/2014","Alberta","2016A000248","Total, field of study","Dollars","81","units ","0","v1001414664","10.19","5675","","","","0"
"2013/2014","Alberta","2016A000248","Education","Dollars","81","units ","0","v62427129","10.1","5230","","","","0"
"2013/2014","Alberta","2016A000248","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427137","10.2","4934","","","","0"
"2013/2014","Alberta","2016A000248","Humanities","Dollars","81","units ","0","v62427138","10.3","5014","","","","0"
"2013/2014","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427139","10.4","5124","","","","0"
"2013/2014","Alberta","2016A000248","Law","Dollars","81","units ","0","v62427140","10.5","11170","","","","0"
"2013/2014","Alberta","2016A000248","Business, management and public administration","Dollars","81","units ","0","v62427141","10.6","6091","","","","0"
"2013/2014","Alberta","2016A000248","Physical and life sciences and technologies","Dollars","81","units ","0","v62427142","10.7","5268","","","","0"
"2013/2014","Alberta","2016A000248","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427143","10.8","5199","","","","0"
"2013/2014","Alberta","2016A000248","Engineering","Dollars","81","units ","0","v62427144","10.9","5871","","","","0"
"2013/2014","Alberta","2016A000248","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427130","10.11","5218","","","","0"
"2013/2014","Alberta","2016A000248","Dentistry","Dollars","81","units ","0","v62427131","10.12","19984","","","","0"
"2013/2014","Alberta","2016A000248","Medicine","Dollars","81","units ","0","v62427132","10.13","13277","","","","0"
"2013/2014","Alberta","2016A000248","Nursing","Dollars","81","units ","0","v62427133","10.14","5655","","","","0"
"2013/2014","Alberta","2016A000248","Pharmacy","Dollars","81","units ","0","v62427134","10.15","9889","","","","0"
"2013/2014","Alberta","2016A000248","Veterinary medicine","Dollars","81","units ","0","v62427135","10.16","10756","","","","0"
"2013/2014","Alberta","2016A000248","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427136","10.17","5208","","","","0"
"2013/2014","British Columbia","2016A000259","Total, field of study","Dollars","81","units ","0","v1001414665","11.19","5018","","","","0"
"2013/2014","British Columbia","2016A000259","Education","Dollars","81","units ","0","v62427145","11.1","4739","","","","0"
"2013/2014","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427153","11.2","4400","","","","0"
"2013/2014","British Columbia","2016A000259","Humanities","Dollars","81","units ","0","v62427154","11.3","4577","","","","0"
"2013/2014","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427155","11.4","4847","","","","0"
"2013/2014","British Columbia","2016A000259","Law","Dollars","81","units ","0","v62427156","11.5","9642","","","","0"
"2013/2014","British Columbia","2016A000259","Business, management and public administration","Dollars","81","units ","0","v62427157","11.6","4500","","","","0"
"2013/2014","British Columbia","2016A000259","Physical and life sciences and technologies","Dollars","81","units ","0","v62427158","11.7","4886","","","","0"
"2013/2014","British Columbia","2016A000259","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427159","11.8","4848","","","","0"
"2013/2014","British Columbia","2016A000259","Engineering","Dollars","81","units ","0","v62427160","11.9","4976","","","","0"
"2013/2014","British Columbia","2016A000259","Architecture","Dollars","81","units ","0","v62427146","11.10","4794","","","","0"
"2013/2014","British Columbia","2016A000259","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427147","11.11","4700","","","","0"
"2013/2014","British Columbia","2016A000259","Dentistry","Dollars","81","units ","0","v62427148","11.12","16403","","","","0"
"2013/2014","British Columbia","2016A000259","Medicine","Dollars","81","units ","0","v62427149","11.13","16403","","","","0"
"2013/2014","British Columbia","2016A000259","Nursing","Dollars","81","units ","0","v62427150","11.14","4380","","","","0"
"2013/2014","British Columbia","2016A000259","Pharmacy","Dollars","81","units ","0","v62427151","11.15","7069","","","","0"
"2013/2014","British Columbia","2016A000259","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427152","11.17","4850","","","","0"
"2014/2015","Canada","2016A000011124","Total, field of study","Dollars","81","units ","0","v1001414655","1.19","5998","","","","0"
"2014/2015","Canada","2016A000011124","Education","Dollars","81","units ","0","v62427112","1.1","4482","","","","0"
"2014/2015","Canada","2016A000011124","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427121","1.2","5211","","","","0"
"2014/2015","Canada","2016A000011124","Humanities","Dollars","81","units ","0","v62427122","1.3","5230","","","","0"
"2014/2015","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427123","1.4","5294","","","","0"
"2014/2015","Canada","2016A000011124","Law","Dollars","81","units ","0","v62427124","1.5","10563","","","","0"
"2014/2015","Canada","2016A000011124","Business, management and public administration","Dollars","81","units ","0","v62427125","1.6","6366","","","","0"
"2014/2015","Canada","2016A000011124","Physical and life sciences and technologies","Dollars","81","units ","0","v62427126","1.7","5701","","","","0"
"2014/2015","Canada","2016A000011124","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427127","1.8","6565","","","","0"
"2014/2015","Canada","2016A000011124","Engineering","Dollars","81","units ","0","v62427128","1.9","7153","","","","0"
"2014/2015","Canada","2016A000011124","Architecture","Dollars","81","units ","0","v62427113","1.10","5985","","","","0"
"2014/2015","Canada","2016A000011124","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427114","1.11","5371","","","","0"
"2014/2015","Canada","2016A000011124","Dentistry","Dollars","81","units ","0","v62427115","1.12","18118","","","","0"
"2014/2015","Canada","2016A000011124","Medicine","Dollars","81","units ","0","v62427116","1.13","12987","","","","0"
"2014/2015","Canada","2016A000011124","Nursing","Dollars","81","units ","0","v62427117","1.14","5308","","","","0"
"2014/2015","Canada","2016A000011124","Pharmacy","Dollars","81","units ","0","v62427118","1.15","11273","","","","0"
"2014/2015","Canada","2016A000011124","Veterinary medicine","Dollars","81","units ","0","v62427119","1.16","6917","","","","0"
"2014/2015","Canada","2016A000011124","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427120","1.17","5757","","","","0"
"2014/2015","Canada","2016A000011124","Personal, protective and transportation services","Dollars","81","units ","0","v114648199","1.18","","..","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total, field of study","Dollars","81","units ","0","v1001414656","2.19","2660","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Education","Dollars","81","units ","0","v62427161","2.1","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427166","2.2","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Humanities","Dollars","81","units ","0","v62427167","2.3","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427168","2.4","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Business, management and public administration","Dollars","81","units ","0","v62427169","2.6","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Dollars","81","units ","0","v62427170","2.7","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427171","2.8","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Engineering","Dollars","81","units ","0","v62427172","2.9","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Medicine","Dollars","81","units ","0","v62427162","2.13","6250","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Nursing","Dollars","81","units ","0","v62427163","2.14","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Pharmacy","Dollars","81","units ","0","v62427164","2.15","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427165","2.17","2550","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Dollars","81","units ","0","v114648200","2.18","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total, field of study","Dollars","81","units ","0","v1001414657","3.19","5849","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Education","Dollars","81","units ","0","v62427173","3.1","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427180","3.2","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Humanities","Dollars","81","units ","0","v62427181","3.3","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427182","3.4","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Business, management and public administration","Dollars","81","units ","0","v62427184","3.6","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Dollars","81","units ","0","v62427185","3.7","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427186","3.8","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Engineering","Dollars","81","units ","0","v62427187","3.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Nursing","Dollars","81","units ","0","v62427176","3.14","5520","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Veterinary medicine","Dollars","81","units ","0","v62427178","3.16","11665","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427179","3.17","5520","","","","0"
"2014/2015","Nova Scotia","2016A000212","Total, field of study","Dollars","81","units ","0","v1001414658","4.19","6483","","","","0"
"2014/2015","Nova Scotia","2016A000212","Education","Dollars","81","units ","0","v62427188","4.1","5821","","","","0"
"2014/2015","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427196","4.2","5734","","","","0"
"2014/2015","Nova Scotia","2016A000212","Humanities","Dollars","81","units ","0","v62427197","4.3","5778","","","","0"
"2014/2015","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427198","4.4","5893","","","","0"
"2014/2015","Nova Scotia","2016A000212","Law","Dollars","81","units ","0","v62427199","4.5","13121","","","","0"
"2014/2015","Nova Scotia","2016A000212","Business, management and public administration","Dollars","81","units ","0","v62427200","4.6","5963","","","","0"
"2014/2015","Nova Scotia","2016A000212","Physical and life sciences and technologies","Dollars","81","units ","0","v62427201","4.7","6457","","","","0"
"2014/2015","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427202","4.8","6438","","","","0"
"2014/2015","Nova Scotia","2016A000212","Engineering","Dollars","81","units ","0","v62427203","4.9","6649","","","","0"
"2014/2015","Nova Scotia","2016A000212","Architecture","Dollars","81","units ","0","v62427189","4.10","6501","","","","0"
"2014/2015","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427190","4.11","5562","","","","0"
"2014/2015","Nova Scotia","2016A000212","Dentistry","Dollars","81","units ","0","v62427191","4.12","18360","","","","0"
"2014/2015","Nova Scotia","2016A000212","Medicine","Dollars","81","units ","0","v62427192","4.13","16569","","","","0"
"2014/2015","Nova Scotia","2016A000212","Nursing","Dollars","81","units ","0","v62427193","4.14","6307","","","","0"
"2014/2015","Nova Scotia","2016A000212","Pharmacy","Dollars","81","units ","0","v62427194","4.15","8883","","","","0"
"2014/2015","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427195","4.17","6694","","","","0"
"2014/2015","New Brunswick","2016A000213","Total, field of study","Dollars","81","units ","0","v1001414659","5.19","6298","","","","0"
"2014/2015","New Brunswick","2016A000213","Education","Dollars","81","units ","0","v62427204","5.1","5958","","","","0"
"2014/2015","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427208","5.2","6692","","","","0"
"2014/2015","New Brunswick","2016A000213","Humanities","Dollars","81","units ","0","v62427209","5.3","6179","","","","0"
"2014/2015","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427210","5.4","6135","","","","0"
"2014/2015","New Brunswick","2016A000213","Law","Dollars","81","units ","0","v62427211","5.5","8646","","","","0"
