"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008/2009","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427186","3.8","4530","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Engineering","Dollars","81","units ","0","v62427187","3.9","","..","","","0"
"2008/2009","Prince Edward Island","2016A000211","Nursing","Dollars","81","units ","0","v62427176","3.14","4530","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Veterinary medicine","Dollars","81","units ","0","v62427178","3.16","8988","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427179","3.17","4530","","","","0"
"2008/2009","Nova Scotia","2016A000212","Total, field of study","Dollars","81","units ","0","v1001414658","4.19","5877","","","","0"
"2008/2009","Nova Scotia","2016A000212","Education","Dollars","81","units ","0","v62427188","4.1","5746","","","","0"
"2008/2009","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427196","4.2","5381","","","","0"
"2008/2009","Nova Scotia","2016A000212","Humanities","Dollars","81","units ","0","v62427197","4.3","5373","","","","0"
"2008/2009","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427198","4.4","5387","","","","0"
"2008/2009","Nova Scotia","2016A000212","Law","Dollars","81","units ","0","v62427199","4.5","11408","","","","0"
"2008/2009","Nova Scotia","2016A000212","Business, management and public administration","Dollars","81","units ","0","v62427200","4.6","5505","","","","0"
"2008/2009","Nova Scotia","2016A000212","Physical and life sciences and technologies","Dollars","81","units ","0","v62427201","4.7","5916","","","","0"
"2008/2009","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427202","4.8","5788","","","","0"
"2008/2009","Nova Scotia","2016A000212","Engineering","Dollars","81","units ","0","v62427203","4.9","6066","","","","0"
"2008/2009","Nova Scotia","2016A000212","Architecture","Dollars","81","units ","0","v62427189","4.10","6003","","","","0"
"2008/2009","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427190","4.11","5021","","","","0"
"2008/2009","Nova Scotia","2016A000212","Dentistry","Dollars","81","units ","0","v62427191","4.12","13741","","","","0"
"2008/2009","Nova Scotia","2016A000212","Medicine","Dollars","81","units ","0","v62427192","4.13","13360","","","","0"
"2008/2009","Nova Scotia","2016A000212","Nursing","Dollars","81","units ","0","v62427193","4.14","5867","","","","0"
"2008/2009","Nova Scotia","2016A000212","Pharmacy","Dollars","81","units ","0","v62427194","4.15","8242","","","","0"
"2008/2009","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427195","4.17","6225","","","","0"
"2008/2009","New Brunswick","2016A000213","Total, field of study","Dollars","81","units ","0","v1001414659","5.19","5479","","","","0"
"2008/2009","New Brunswick","2016A000213","Education","Dollars","81","units ","0","v62427204","5.1","5293","","","","0"
"2008/2009","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427208","5.2","4920","","","","0"
"2008/2009","New Brunswick","2016A000213","Humanities","Dollars","81","units ","0","v62427209","5.3","5331","","","","0"
"2008/2009","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427210","5.4","5231","","","","0"
"2008/2009","New Brunswick","2016A000213","Law","Dollars","81","units ","0","v62427211","5.5","7807","","","","0"
"2008/2009","New Brunswick","2016A000213","Business, management and public administration","Dollars","81","units ","0","v62427212","5.6","5394","","","","0"
"2008/2009","New Brunswick","2016A000213","Physical and life sciences and technologies","Dollars","81","units ","0","v62427213","5.7","5811","","","","0"
"2008/2009","New Brunswick","2016A000213","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427214","5.8","5501","","","","0"
"2008/2009","New Brunswick","2016A000213","Engineering","Dollars","81","units ","0","v62427215","5.9","6161","","","","0"
"2008/2009","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427205","5.11","4920","","","","0"
"2008/2009","New Brunswick","2016A000213","Nursing","Dollars","81","units ","0","v62427206","5.14","5255","","","","0"
"2008/2009","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427207","5.17","5155","","","","0"
"2008/2009","Quebec","2016A000224","Total, field of study","Dollars","81","units ","0","v1001414660","6.19","2180","","","","0"
"2008/2009","Quebec","2016A000224","Education","Dollars","81","units ","0","v62427216","6.1","1984","","","","0"
"2008/2009","Quebec","2016A000224","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427225","6.2","2407","","","","0"
"2008/2009","Quebec","2016A000224","Humanities","Dollars","81","units ","0","v62427226","6.3","2455","","","","0"
"2008/2009","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427227","6.4","2257","","","","0"
"2008/2009","Quebec","2016A000224","Law","Dollars","81","units ","0","v62427228","6.5","2156","","","","0"
"2008/2009","Quebec","2016A000224","Business, management and public administration","Dollars","81","units ","0","v62427229","6.6","2153","","","","0"
"2008/2009","Quebec","2016A000224","Physical and life sciences and technologies","Dollars","81","units ","0","v62427230","6.7","2270","","","","0"
"2008/2009","Quebec","2016A000224","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427231","6.8","2066","","","","0"
"2008/2009","Quebec","2016A000224","Engineering","Dollars","81","units ","0","v62427232","6.9","1948","","","","0"
"2008/2009","Quebec","2016A000224","Architecture","Dollars","81","units ","0","v62427217","6.10","2166","","","","0"
"2008/2009","Quebec","2016A000224","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427218","6.11","2255","","","","0"
"2008/2009","Quebec","2016A000224","Dentistry","Dollars","81","units ","0","v62427219","6.12","2968","","","","0"
"2008/2009","Quebec","2016A000224","Medicine","Dollars","81","units ","0","v62427220","6.13","2362","","","","0"
"2008/2009","Quebec","2016A000224","Nursing","Dollars","81","units ","0","v62427221","6.14","1936","","","","0"
"2008/2009","Quebec","2016A000224","Pharmacy","Dollars","81","units ","0","v62427222","6.15","1984","","","","0"
"2008/2009","Quebec","2016A000224","Veterinary medicine","Dollars","81","units ","0","v62427223","6.16","1977","","","","0"
"2008/2009","Quebec","2016A000224","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427224","6.17","2343","","","","0"
"2008/2009","Ontario","2016A000235","Total, field of study","Dollars","81","units ","0","v1001414661","7.19","5667","","","","0"
"2008/2009","Ontario","2016A000235","Education","Dollars","81","units ","0","v62427233","7.1","5130","","","","0"
"2008/2009","Ontario","2016A000235","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427242","7.2","5180","","","","0"
"2008/2009","Ontario","2016A000235","Humanities","Dollars","81","units ","0","v62427243","7.3","4775","","","","0"
"2008/2009","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427244","7.4","4779","","","","0"
"2008/2009","Ontario","2016A000235","Law","Dollars","81","units ","0","v62427245","7.5","10747","","","","0"
"2008/2009","Ontario","2016A000235","Business, management and public administration","Dollars","81","units ","0","v62427246","7.6","6419","","","","0"
"2008/2009","Ontario","2016A000235","Physical and life sciences and technologies","Dollars","81","units ","0","v62427247","7.7","5089","","","","0"
"2008/2009","Ontario","2016A000235","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427248","7.8","5891","","","","0"
"2008/2009","Ontario","2016A000235","Engineering","Dollars","81","units ","0","v62427249","7.9","7326","","","","0"
"2008/2009","Ontario","2016A000235","Architecture","Dollars","81","units ","0","v62427234","7.10","5810","","","","0"
"2008/2009","Ontario","2016A000235","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427235","7.11","4969","","","","0"
"2008/2009","Ontario","2016A000235","Dentistry","Dollars","81","units ","0","v62427236","7.12","20966","","","","0"
"2008/2009","Ontario","2016A000235","Medicine","Dollars","81","units ","0","v62427237","7.13","16540","","","","0"
"2008/2009","Ontario","2016A000235","Nursing","Dollars","81","units ","0","v62427238","7.14","4803","","","","0"
"2008/2009","Ontario","2016A000235","Pharmacy","Dollars","81","units ","0","v62427239","7.15","19002","","","","0"
"2008/2009","Ontario","2016A000235","Veterinary medicine","Dollars","81","units ","0","v62427240","7.16","5418","","","","0"
"2008/2009","Ontario","2016A000235","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427241","7.17","4771","","","","0"
"2008/2009","Manitoba","2016A000246","Total, field of study","Dollars","81","units ","0","v1001414662","8.19","3238","","","","0"
"2008/2009","Manitoba","2016A000246","Education","Dollars","81","units ","0","v62427250","8.1","2861","","","","0"
"2008/2009","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427258","8.2","3236","","","","0"
"2008/2009","Manitoba","2016A000246","Humanities","Dollars","81","units ","0","v62427259","8.3","2811","","","","0"
"2008/2009","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427260","8.4","2826","","","","0"
"2008/2009","Manitoba","2016A000246","Law","Dollars","81","units ","0","v62427261","8.5","7611","","","","0"
"2008/2009","Manitoba","2016A000246","Business, management and public administration","Dollars","81","units ","0","v62427262","8.6","3625","","","","0"
"2008/2009","Manitoba","2016A000246","Physical and life sciences and technologies","Dollars","81","units ","0","v62427263","8.7","3137","","","","0"
"2008/2009","Manitoba","2016A000246","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427264","8.8","3117","","","","0"
"2008/2009","Manitoba","2016A000246","Engineering","Dollars","81","units ","0","v62427265","8.9","5081","","","","0"
"2008/2009","Manitoba","2016A000246","Architecture","Dollars","81","units ","0","v62427251","8.10","3488","","","","0"
"2008/2009","Manitoba","2016A000246","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427252","8.11","3325","","","","0"
"2008/2009","Manitoba","2016A000246","Dentistry","Dollars","81","units ","0","v62427253","8.12","11950","","","","0"
"2008/2009","Manitoba","2016A000246","Medicine","Dollars","81","units ","0","v62427254","8.13","6550","","","","0"
"2008/2009","Manitoba","2016A000246","Nursing","Dollars","81","units ","0","v62427255","8.14","3460","","","","0"
"2008/2009","Manitoba","2016A000246","Pharmacy","Dollars","81","units ","0","v62427256","8.15","5556","","","","0"
"2008/2009","Manitoba","2016A000246","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427257","8.17","3294","","","","0"
"2008/2009","Saskatchewan","2016A000247","Total, field of study","Dollars","81","units ","0","v1001414663","9.19","5064","","","","0"
"2008/2009","Saskatchewan","2016A000247","Education","Dollars","81","units ","0","v62427266","9.1","4479","","","","0"
"2008/2009","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427274","9.2","4414","","","","0"
"2008/2009","Saskatchewan","2016A000247","Humanities","Dollars","81","units ","0","v62427275","9.3","4414","","","","0"
"2008/2009","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427276","9.4","4414","","","","0"
"2008/2009","Saskatchewan","2016A000247","Law","Dollars","81","units ","0","v62427277","9.5","6840","","","","0"
"2008/2009","Saskatchewan","2016A000247","Business, management and public administration","Dollars","81","units ","0","v62427278","9.6","4960","","","","0"
"2008/2009","Saskatchewan","2016A000247","Physical and life sciences and technologies","Dollars","81","units ","0","v62427279","9.7","4473","","","","0"
"2008/2009","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427280","9.8","4456","","","","0"
"2008/2009","Saskatchewan","2016A000247","Engineering","Dollars","81","units ","0","v62427281","9.9","5223","","","","0"
"2008/2009","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427267","9.11","4524","","","","0"
"2008/2009","Saskatchewan","2016A000247","Dentistry","Dollars","81","units ","0","v62427268","9.12","32000","","","","0"
"2008/2009","Saskatchewan","2016A000247","Medicine","Dollars","81","units ","0","v62427269","9.13","11036","","","","0"
"2008/2009","Saskatchewan","2016A000247","Nursing","Dollars","81","units ","0","v62427270","9.14","4779","","","","0"
"2008/2009","Saskatchewan","2016A000247","Pharmacy","Dollars","81","units ","0","v62427271","9.15","6670","","","","0"
"2008/2009","Saskatchewan","2016A000247","Veterinary medicine","Dollars","81","units ","0","v62427272","9.16","6553","","","","0"
"2008/2009","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427273","9.17","4462","","","","0"
"2008/2009","Alberta","2016A000248","Total, field of study","Dollars","81","units ","0","v1001414664","10.19","5308","","","","0"
"2008/2009","Alberta","2016A000248","Education","Dollars","81","units ","0","v62427129","10.1","4873","","","","0"
"2008/2009","Alberta","2016A000248","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427137","10.2","4798","","","","0"
"2008/2009","Alberta","2016A000248","Humanities","Dollars","81","units ","0","v62427138","10.3","4850","","","","0"
"2008/2009","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427139","10.4","4873","","","","0"
"2008/2009","Alberta","2016A000248","Law","Dollars","81","units ","0","v62427140","10.5","10229","","","","0"
"2008/2009","Alberta","2016A000248","Business, management and public administration","Dollars","81","units ","0","v62427141","10.6","4842","","","","0"
"2008/2009","Alberta","2016A000248","Physical and life sciences and technologies","Dollars","81","units ","0","v62427142","10.7","4899","","","","0"
"2008/2009","Alberta","2016A000248","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427143","10.8","4871","","","","0"
"2008/2009","Alberta","2016A000248","Engineering","Dollars","81","units ","0","v62427144","10.9","4925","","","","0"
"2008/2009","Alberta","2016A000248","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427130","10.11","4841","","","","0"
"2008/2009","Alberta","2016A000248","Dentistry","Dollars","81","units ","0","v62427131","10.12","18578","","","","0"
"2008/2009","Alberta","2016A000248","Medicine","Dollars","81","units ","0","v62427132","10.13","12197","","","","0"
"2008/2009","Alberta","2016A000248","Nursing","Dollars","81","units ","0","v62427133","10.14","5870","","","","0"
"2008/2009","Alberta","2016A000248","Pharmacy","Dollars","81","units ","0","v62427134","10.15","4900","","","","0"
"2008/2009","Alberta","2016A000248","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427136","10.17","7185","","","","0"
"2008/2009","British Columbia","2016A000259","Total, field of study","Dollars","81","units ","0","v1001414665","11.19","4746","","","","0"
"2008/2009","British Columbia","2016A000259","Education","Dollars","81","units ","0","v62427145","11.1","4512","","","","0"
"2008/2009","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427153","11.2","4508","","","","0"
"2008/2009","British Columbia","2016A000259","Humanities","Dollars","81","units ","0","v62427154","11.3","4470","","","","0"
"2008/2009","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427155","11.4","4502","","","","0"
"2008/2009","British Columbia","2016A000259","Law","Dollars","81","units ","0","v62427156","11.5","9104","","","","0"
"2008/2009","British Columbia","2016A000259","Business, management and public administration","Dollars","81","units ","0","v62427157","11.6","4567","","","","0"
"2008/2009","British Columbia","2016A000259","Physical and life sciences and technologies","Dollars","81","units ","0","v62427158","11.7","4433","","","","0"
"2008/2009","British Columbia","2016A000259","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427159","11.8","4479","","","","0"
"2008/2009","British Columbia","2016A000259","Engineering","Dollars","81","units ","0","v62427160","11.9","4484","","","","0"
"2008/2009","British Columbia","2016A000259","Architecture","Dollars","81","units ","0","v62427146","11.10","4342","","","","0"
"2008/2009","British Columbia","2016A000259","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427147","11.11","4351","","","","0"
"2008/2009","British Columbia","2016A000259","Dentistry","Dollars","81","units ","0","v62427148","11.12","11133","","","","0"
"2008/2009","British Columbia","2016A000259","Medicine","Dollars","81","units ","0","v62427149","11.13","11133","","","","0"
"2008/2009","British Columbia","2016A000259","Nursing","Dollars","81","units ","0","v62427150","11.14","4436","","","","0"
"2008/2009","British Columbia","2016A000259","Pharmacy","Dollars","81","units ","0","v62427151","11.15","6198","","","","0"
"2008/2009","British Columbia","2016A000259","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427152","11.17","4477","","","","0"
"2009/2010","Canada","2016A000011124","Total, field of study","Dollars","81","units ","0","v1001414655","1.19","4942","","","","0"
"2009/2010","Canada","2016A000011124","Education","Dollars","81","units ","0","v62427112","1.1","3739","","","","0"
"2009/2010","Canada","2016A000011124","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427121","1.2","4592","","","","0"
"2009/2010","Canada","2016A000011124","Humanities","Dollars","81","units ","0","v62427122","1.3","4525","","","","0"
"2009/2010","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427123","1.4","4431","","","","0"
"2009/2010","Canada","2016A000011124","Law","Dollars","81","units ","0","v62427124","1.5","8229","","","","0"
"2009/2010","Canada","2016A000011124","Business, management and public administration","Dollars","81","units ","0","v62427125","1.6","5191","","","","0"
"2009/2010","Canada","2016A000011124","Physical and life sciences and technologies","Dollars","81","units ","0","v62427126","1.7","4885","","","","0"
"2009/2010","Canada","2016A000011124","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427127","1.8","5299","","","","0"
"2009/2010","Canada","2016A000011124","Engineering","Dollars","81","units ","0","v62427128","1.9","5577","","","","0"
"2009/2010","Canada","2016A000011124","Architecture","Dollars","81","units ","0","v62427113","1.10","4826","","","","0"
"2009/2010","Canada","2016A000011124","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427114","1.11","4697","","","","0"
"2009/2010","Canada","2016A000011124","Dentistry","Dollars","81","units ","0","v62427115","1.12","13917","","","","0"
"2009/2010","Canada","2016A000011124","Medicine","Dollars","81","units ","0","v62427116","1.13","9815","","","","0"
"2009/2010","Canada","2016A000011124","Nursing","Dollars","81","units ","0","v62427117","1.14","4558","","","","0"
"2009/2010","Canada","2016A000011124","Pharmacy","Dollars","81","units ","0","v62427118","1.15","8783","","","","0"
"2009/2010","Canada","2016A000011124","Veterinary medicine","Dollars","81","units ","0","v62427119","1.16","5609","","","","0"
"2009/2010","Canada","2016A000011124","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427120","1.17","4477","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Total, field of study","Dollars","81","units ","0","v1001414656","2.19","2624","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Education","Dollars","81","units ","0","v62427161","2.1","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427166","2.2","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Humanities","Dollars","81","units ","0","v62427167","2.3","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427168","2.4","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Business, management and public administration","Dollars","81","units ","0","v62427169","2.6","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Dollars","81","units ","0","v62427170","2.7","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427171","2.8","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Engineering","Dollars","81","units ","0","v62427172","2.9","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Medicine","Dollars","81","units ","0","v62427162","2.13","6250","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Nursing","Dollars","81","units ","0","v62427163","2.14","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Pharmacy","Dollars","81","units ","0","v62427164","2.15","2550","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427165","2.17","2550","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Total, field of study","Dollars","81","units ","0","v1001414657","3.19","4969","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Education","Dollars","81","units ","0","v62427173","3.1","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427180","3.2","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Humanities","Dollars","81","units ","0","v62427181","3.3","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427182","3.4","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Business, management and public administration","Dollars","81","units ","0","v62427184","3.6","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Dollars","81","units ","0","v62427185","3.7","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427186","3.8","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Engineering","Dollars","81","units ","0","v62427187","3.9","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Nursing","Dollars","81","units ","0","v62427176","3.14","4710","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Veterinary medicine","Dollars","81","units ","0","v62427178","3.16","9348","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427179","3.17","","..","","","0"
"2009/2010","Nova Scotia","2016A000212","Total, field of study","Dollars","81","units ","0","v1001414658","4.19","5752","","","","0"
"2009/2010","Nova Scotia","2016A000212","Education","Dollars","81","units ","0","v62427188","4.1","5351","","","","0"
"2009/2010","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427196","4.2","5239","","","","0"
"2009/2010","Nova Scotia","2016A000212","Humanities","Dollars","81","units ","0","v62427197","4.3","5247","","","","0"
"2009/2010","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427198","4.4","5341","","","","0"
"2009/2010","Nova Scotia","2016A000212","Law","Dollars","81","units ","0","v62427199","4.5","11345","","","","0"
"2009/2010","Nova Scotia","2016A000212","Business, management and public administration","Dollars","81","units ","0","v62427200","4.6","5388","","","","0"
"2009/2010","Nova Scotia","2016A000212","Physical and life sciences and technologies","Dollars","81","units ","0","v62427201","4.7","5798","","","","0"
"2009/2010","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427202","4.8","5646","","","","0"
"2009/2010","Nova Scotia","2016A000212","Engineering","Dollars","81","units ","0","v62427203","4.9","5962","","","","0"
"2009/2010","Nova Scotia","2016A000212","Architecture","Dollars","81","units ","0","v62427189","4.10","5907","","","","0"
"2009/2010","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427190","4.11","4894","","","","0"
"2009/2010","Nova Scotia","2016A000212","Dentistry","Dollars","81","units ","0","v62427191","4.12","13600","","","","0"
"2009/2010","Nova Scotia","2016A000212","Medicine","Dollars","81","units ","0","v62427192","4.13","13201","","","","0"
"2009/2010","Nova Scotia","2016A000212","Nursing","Dollars","81","units ","0","v62427193","4.14","5640","","","","0"
"2009/2010","Nova Scotia","2016A000212","Pharmacy","Dollars","81","units ","0","v62427194","4.15","8077","","","","0"
"2009/2010","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427195","4.17","5936","","","","0"
"2009/2010","New Brunswick","2016A000213","Total, field of study","Dollars","81","units ","0","v1001414659","5.19","5516","","","","0"
"2009/2010","New Brunswick","2016A000213","Education","Dollars","81","units ","0","v62427204","5.1","5292","","","","0"
"2009/2010","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427208","5.2","6048","","","","0"
"2009/2010","New Brunswick","2016A000213","Humanities","Dollars","81","units ","0","v62427209","5.3","5324","","","","0"
"2009/2010","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427210","5.4","5329","","","","0"
"2009/2010","New Brunswick","2016A000213","Law","Dollars","81","units ","0","v62427211","5.5","7844","","","","0"
"2009/2010","New Brunswick","2016A000213","Business, management and public administration","Dollars","81","units ","0","v62427212","5.6","5398","","","","0"
"2009/2010","New Brunswick","2016A000213","Physical and life sciences and technologies","Dollars","81","units ","0","v62427213","5.7","5836","","","","0"
"2009/2010","New Brunswick","2016A000213","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427214","5.8","5502","","","","0"
"2009/2010","New Brunswick","2016A000213","Engineering","Dollars","81","units ","0","v62427215","5.9","6190","","","","0"
"2009/2010","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427205","5.11","5346","","","","0"
"2009/2010","New Brunswick","2016A000213","Nursing","Dollars","81","units ","0","v62427206","5.14","5268","","","","0"
"2009/2010","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427207","5.17","5198","","","","0"
"2009/2010","Quebec","2016A000224","Total, field of study","Dollars","81","units ","0","v1001414660","6.19","2309","","","","0"
"2009/2010","Quebec","2016A000224","Education","Dollars","81","units ","0","v62427216","6.1","2082","","","","0"
"2009/2010","Quebec","2016A000224","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427225","6.2","2586","","","","0"
"2009/2010","Quebec","2016A000224","Humanities","Dollars","81","units ","0","v62427226","6.3","2616","","","","0"
"2009/2010","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427227","6.4","2410","","","","0"
"2009/2010","Quebec","2016A000224","Law","Dollars","81","units ","0","v62427228","6.5","2254","","","","0"
"2009/2010","Quebec","2016A000224","Business, management and public administration","Dollars","81","units ","0","v62427229","6.6","2206","","","","0"
"2009/2010","Quebec","2016A000224","Physical and life sciences and technologies","Dollars","81","units ","0","v62427230","6.7","2399","","","","0"
"2009/2010","Quebec","2016A000224","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427231","6.8","2179","","","","0"
"2009/2010","Quebec","2016A000224","Engineering","Dollars","81","units ","0","v62427232","6.9","2231","","","","0"
"2009/2010","Quebec","2016A000224","Architecture","Dollars","81","units ","0","v62427217","6.10","2361","","","","0"
"2009/2010","Quebec","2016A000224","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427218","6.11","2424","","","","0"
"2009/2010","Quebec","2016A000224","Dentistry","Dollars","81","units ","0","v62427219","6.12","2986","","","","0"
"2009/2010","Quebec","2016A000224","Medicine","Dollars","81","units ","0","v62427220","6.13","2501","","","","0"
"2009/2010","Quebec","2016A000224","Nursing","Dollars","81","units ","0","v62427221","6.14","2081","","","","0"
"2009/2010","Quebec","2016A000224","Pharmacy","Dollars","81","units ","0","v62427222","6.15","2079","","","","0"
"2009/2010","Quebec","2016A000224","Veterinary medicine","Dollars","81","units ","0","v62427223","6.16","2062","","","","0"
"2009/2010","Quebec","2016A000224","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427224","6.17","2444","","","","0"
"2009/2010","Ontario","2016A000235","Total, field of study","Dollars","81","units ","0","v1001414661","7.19","5985","","","","0"
"2009/2010","Ontario","2016A000235","Education","Dollars","81","units ","0","v62427233","7.1","5273","","","","0"
"2009/2010","Ontario","2016A000235","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427242","7.2","5401","","","","0"
"2009/2010","Ontario","2016A000235","Humanities","Dollars","81","units ","0","v62427243","7.3","4986","","","","0"
"2009/2010","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427244","7.4","4976","","","","0"
"2009/2010","Ontario","2016A000235","Law","Dollars","81","units ","0","v62427245","7.5","11313","","","","0"
"2009/2010","Ontario","2016A000235","Business, management and public administration","Dollars","81","units ","0","v62427246","7.6","6911","","","","0"
